cents,tonicity,normalized,smooth
2243.0,0.507282499919777,0.5003796225311966,0.49969177148444516
2243.5,0.5078244190216136,0.5006939444140602,0.4998748580647678
2244.0,0.5083669487991476,0.5010087896134404,0.5000491654947713
2244.5,0.5088583849535295,0.5012928432808711,0.5002136776615407
2245.0,0.5093502562296036,0.5015773163723544,0.5003671834468579
2245.5,0.5097642156942961,0.5018147572360077,0.500508839657474
2246.0,0.5101784719256803,0.5020525361759401,0.5006374913617394
2246.5,0.5104879015017969,0.5022269836643021,0.500752487660264
2247.0,0.5107975357043353,0.5024017158864924,0.5008527515336956
2247.5,0.5110006343509023,0.5025120840883216,0.5009378404783927
2248.0,0.5112038507081441,0.502622686860044,0.5010067760713675
2248.5,0.5112991105883946,0.5026680674793227,0.5010593340487945
2249.0,0.5113944161789398,0.5027136415526056,0.5010946522848151
2249.5,0.5113810111288971,0.5026935391947032,0.5011127123236986
2250.0,0.5113676010603014,0.5026736020728654,0.501112938370543
2250.5,0.5112455499250087,0.502588033173608,0.5010960054137658
2251.0,0.5111234652201404,0.5025026147393368,0.5010621336565387
2251.5,0.5109112299698573,0.5023627663257039,0.5010122530492594
2252.0,0.510698971072103,0.5022230769226113,0.5009468140010888
2252.5,0.5104185791291378,0.5020422955598396,0.5008668856299007
2253.0,0.5101382279108019,0.5018617147465747,0.500773124648925
2253.5,0.5097982764681823,0.5016452126579816,0.5006665219040293
2254.0,0.5094584600328593,0.5014289707883187,0.5005479192171213
2254.5,0.509068712522486,0.501182666589046,0.5004183085423363
2255.0,0.508679213278381,0.5009366937860342,0.5002786929319526
2255.5,0.50825044399256,0.5006671183742555,0.5001300398645995
2256.0,0.5078220428859723,0.5003979495806916,0.49997365661436866
2256.5,0.5073652548176147,0.5001117724019828,0.4998104528620886
2257.0,0.5069089498302372,0.4998260740427424,0.4996420111064567
2257.5,0.5064352708053225,0.49953004018002245,0.4994691496238122
2258.0,0.5059621735587455,0.49923454753797025,0.49929344344267695
2258.5,0.5054825192239445,0.49893527359135253,0.499115604052635
2259.0,0.5050035205981704,0.49863658828042323,0.4989371799410568
2259.5,0.5045267853057471,0.4983394666290072,0.4987587621433606
2260.0,0.5040507453333302,0.4980429602563107,0.4985818509905921
2260.5,0.5036322854147914,0.4977815242250147,0.4984070142383351
2261.0,0.5032143481840305,0.4975206015793614,0.49823568815856967
2261.5,0.502868177672145,0.4973033444745365,0.4980684777976324
2262.0,0.5025223296810357,0.49708648219977564,0.49790656850945
2262.5,0.5022518031676126,0.49691544118689535,0.4977502813371706
2263.0,0.501981491738253,0.4967447326277487,0.49760050803269273
2263.5,0.5017704904218163,0.4966101503301795,0.4974575359326798
2264.0,0.5015596306125185,0.49647585863278154,0.4973221072065227
2264.5,0.5014018319300089,0.49637391105207984,0.4971945180510894
2265.0,0.5012441223085893,0.49627222503115936,0.49707535508560524
